Depth (m),Time,Black Carbon (ppb)
158.059,1702.468,1.67
158.062,1702.433,1.25
158.065,1702.398,0.83
158.068,1702.362,0.87
158.071,1702.327,0.77
158.074,1702.292,0.6
158.077,1702.257,0.59
158.079,1702.233,0.37
158.082,1702.198,0.28
158.085,1702.163,0.34
158.088,1702.127,0.42
158.091,1702.092,0.63
158.094,1702.057,0.86
158.097,1702.022,1.21
158.1,1701.991,2.15
158.102,1701.976,4.56
158.105,1701.953,4.57
158.108,1701.929,4.99
158.111,1701.906,5.09
158.114,1701.883,3.75
158.117,1701.86,2.9
158.12,1701.837,2.3
158.122,1701.821,2.71
158.125,1701.798,4.2
158.128,1701.775,5.24
158.131,1701.752,10.8
158.134,1701.729,15.38
158.137,1701.706,17.28
158.139,1701.69,13.93
158.141,1701.675,10.08
158.143,1701.659,6.71
158.145,1701.644,4.86
158.148,1701.621,3.58
158.15,1701.605,5.43
158.152,1701.59,0.95
158.154,1701.575,0.44
158.156,1701.559,0.77
158.159,1701.536,0.39
158.161,1701.521,0.27
158.163,1701.505,0.26
158.165,1701.49,0.18
158.167,1701.474,0.36
158.17,1701.451,0.35
158.172,1701.436,0.47
158.174,1701.42,0.44
158.176,1701.405,0.82
158.178,1701.39,1.38
158.181,1701.366,1.98
158.183,1701.351,2.4
158.185,1701.336,2
158.187,1701.32,1.99
158.189,1701.305,2.37
158.192,1701.282,1.97
158.194,1701.266,1.51
158.196,1701.251,1.33
158.198,1701.235,1.02
158.2,1701.22,0.9
158.202,1701.204,0.7
158.204,1701.189,0.61
158.206,1701.174,0.42
158.209,1701.15,0.46
158.211,1701.135,0.28
158.213,1701.12,0.41
158.215,1701.104,0.31
158.217,1701.089,0.34
158.219,1701.073,0.54
158.221,1701.058,0.39
158.223,1701.042,0.43
158.226,1701.019,0.38
158.228,1701.004,0.65
158.23,1700.985,0.48
158.232,1700.964,0.45
158.234,1700.943,0.45
158.236,1700.923,0.51
158.238,1700.902,0.48
158.24,1700.881,0.33
158.242,1700.861,0.32
158.245,1700.83,0.26
158.247,1700.809,0.3
158.249,1700.789,0.3
158.251,1700.768,0.42
158.253,1700.747,0.3
158.255,1700.727,0.39
158.257,1700.706,0.87
158.259,1700.685,1.07
158.261,1700.665,2.43
158.263,1700.644,6.27
158.265,1700.624,6.47
158.267,1700.603,7.32
158.269,1700.582,6.35
158.271,1700.562,6.38
158.273,1700.541,6.16
158.275,1700.52,5.66
158.277,1700.5,5.34
158.279,1700.479,4.68
158.281,1700.458,3.71
158.283,1700.438,3.63
158.285,1700.417,4.29
158.287,1700.397,3.52
158.289,1700.376,3.34
158.291,1700.355,2.89
158.292,1700.345,2.21
158.294,1700.324,1.91
158.296,1700.304,2.1
158.298,1700.283,1.92
158.3,1700.262,1.31
158.302,1700.242,1.77
158.304,1700.221,2.3
158.306,1700.201,1.27
158.308,1700.18,1.07
158.31,1700.159,1.09
158.312,1700.139,0.92
158.314,1700.118,0.9
158.316,1700.097,0.78
158.318,1700.077,0.91
158.32,1700.056,0.71
158.322,1700.035,0.78
158.324,1700.015,0.5
158.325,1700.005,0.53
158.327,1699.983,0.67
158.329,1699.962,1.02
158.331,1699.941,1.2
158.333,1699.92,0.95
158.335,1699.898,0.66
158.337,1699.877,0.53
158.339,1699.856,0.53
158.341,1699.835,0.5
158.343,1699.813,0.59
158.345,1699.792,1.02
158.347,1699.771,1.38
158.349,1699.749,1.53
158.351,1699.728,2.87
158.353,1699.707,3.81
158.355,1699.686,3.21
158.357,1699.664,2.34
158.359,1699.643,2.09
158.361,1699.622,1.65
158.362,1699.611,1.14
158.364,1699.59,0.87
158.366,1699.569,0.67
158.368,1699.547,1.3
158.37,1699.526,1.34
158.372,1699.505,1.91
158.374,1699.484,1.52
158.376,1699.462,2
158.378,1699.441,2.96
158.38,1699.42,4.76
158.382,1699.399,6.84
158.384,1699.377,7.63
158.386,1699.356,7.21
158.388,1699.335,5.64
158.39,1699.313,3.72
158.392,1699.292,2.73
158.394,1699.271,2.25
158.396,1699.25,1.51
158.399,1699.218,1.34
158.401,1699.196,1.38
158.403,1699.175,1.33
158.405,1699.154,1.34
158.407,1699.133,1.34
158.409,1699.111,1.07
158.411,1699.09,1.35
158.413,1699.069,1.61
158.415,1699.048,1.87
158.417,1699.026,1.66
158.419,1699.005,1.69
158.421,1698.974,1.66
158.423,1698.939,1.77
158.425,1698.905,1.45
158.427,1698.87,1.54
158.429,1698.836,1.5
158.431,1698.802,1.26
158.433,1698.767,1.53
158.435,1698.733,2.46
158.437,1698.698,3.35
158.439,1698.664,4.6
158.442,1698.612,4.05
158.444,1698.578,3.18
158.447,1698.526,2.05
158.45,1698.474,1.78
158.452,1698.44,1.14
158.455,1698.388,0.93
158.458,1698.337,0.64
158.461,1698.285,0.48
158.463,1698.25,0.63
158.466,1698.199,1.04
158.469,1698.147,1.61
158.471,1698.113,1.38
158.474,1698.061,1.72
158.477,1698.009,1.66
158.48,1697.94,1.27
158.482,1697.891,1.7
158.485,1697.818,1.91
158.488,1697.745,1.98
158.49,1697.697,1.23
158.493,1697.624,0.01
158.495,1697.575,1.5
158.497,1697.526,1.16
158.498,1697.502,-0.28
158.5,1697.453,-1.31
158.505,1697.332,0.46
158.507,1697.283,4.46
158.509,1697.234,3.28
158.51,1697.21,2.81
158.512,1697.161,2.16
158.514,1697.112,2.03
158.516,1697.064,1.87
158.517,1697.039,1.51
158.519,1696.993,1.49
158.521,1696.957,1.38
158.523,1696.921,1.47
158.524,1696.902,1.29
158.526,1696.866,1.15
158.528,1696.83,0.97
158.53,1696.793,0.72
158.531,1696.775,1
158.533,1696.739,2.06
158.535,1696.703,4.42
158.537,1696.666,3.9
158.538,1696.648,3.3
158.54,1696.612,3.17
158.542,1696.576,2.71
158.544,1696.539,2.17
158.545,1696.521,2
158.547,1696.485,1.91
158.549,1696.449,2.11
158.551,1696.412,2.04
158.552,1696.394,2.13
158.554,1696.358,0.25
158.56,1696.249,3.13
158.566,1696.14,2.89
158.572,1696.031,2.9
158.578,1695.942,2.3
158.584,1695.862,2.77
158.591,1695.768,4.57
158.597,1695.687,5.74
158.603,1695.607,4.75
158.609,1695.526,4.95
158.615,1695.445,3.2
158.621,1695.365,2.46
158.627,1695.284,1.55
158.633,1695.204,1.02
158.639,1695.123,0.9
158.645,1695.043,0.75
158.651,1694.976,0.5
158.657,1694.926,0.69
158.663,1694.876,0.88
158.67,1694.817,0.85
158.676,1694.767,0.87
158.682,1694.717,0.87
158.688,1694.667,0.82
158.694,1694.616,0.87
158.7,1694.566,1.44
158.706,1694.516,1.56
158.712,1694.466,2.48
158.718,1694.415,5.83
158.724,1694.365,9.98
158.73,1694.315,9.53
158.736,1694.265,7.33
158.742,1694.214,5.13
158.749,1694.156,3.41
158.755,1694.106,2.7
158.761,1694.055,1.81
158.767,1694.005,1.43
158.773,1693.967,0.9
158.779,1693.931,0.77
158.785,1693.894,0.8
158.791,1693.858,0.44
158.797,1693.821,0.37
158.803,1693.785,0.4
158.809,1693.748,0.47
158.815,1693.712,0.48
158.821,1693.675,0.87
158.827,1693.639,4.08
158.832,1693.609,5.33
158.838,1693.572,4.46
158.844,1693.536,5.24
158.85,1693.499,5.55
158.856,1693.463,6.28
158.862,1693.426,7.61
158.868,1693.39,7.09
158.874,1693.353,6.81
158.879,1693.323,4.89
158.885,1693.286,2.95
158.891,1693.25,2.42
158.897,1693.214,1.75
158.903,1693.177,1.51
158.909,1693.141,1.18
158.915,1693.104,1.44
158.921,1693.068,1.8
158.927,1693.031,2.28
158.933,1692.993,2.84
158.939,1692.948,3.22
158.945,1692.903,2.98
158.951,1692.858,2.73
158.957,1692.813,2.25
158.963,1692.767,1.95
158.969,1692.722,1.67
158.975,1692.677,1.84
158.981,1692.632,2.19
158.987,1692.586,2.75
158.993,1692.541,4.54
158.999,1692.496,5.93
159.005,1692.451,3.79
159.011,1692.406,2.94
159.017,1692.36,1.83
159.023,1692.315,1.15
159.029,1692.27,0.94
159.035,1692.225,0.93
159.041,1692.179,0.84
159.047,1692.134,0.6
159.053,1692.089,0.71
159.059,1692.044,0.81
159.065,1691.998,0.65
159.072,1691.929,0.6
159.078,1691.869,0.58
159.084,1691.809,0.88
159.09,1691.75,1.67
159.096,1691.69,3.68
159.102,1691.631,4.54
159.108,1691.571,5.25
159.114,1691.512,5.82
159.12,1691.452,4.38
159.126,1691.393,3.2
159.132,1691.333,2.65
159.138,1691.274,2.28
159.144,1691.214,1.54
159.15,1691.155,1.93
159.156,1691.095,2.01
159.162,1691.036,6.06
159.168,1690.966,6.19
159.174,1690.881,6.57
159.18,1690.796,8.6
159.185,1690.725,8.16
159.191,1690.64,7.07
159.197,1690.555,4.45
159.203,1690.47,3.03
159.209,1690.385,1.86
159.215,1690.3,1.47
159.221,1690.215,1.79
159.227,1690.13,1.3
159.233,1690.045,1.5
159.239,1689.958,2.74
159.245,1689.868,4.25
159.25,1689.794,3.92
159.256,1689.705,3.32
159.262,1689.615,2.31
159.267,1689.541,2.41
159.273,1689.452,2.75
159.279,1689.362,1.8
159.284,1689.288,1.84
159.29,1689.199,1.1
159.296,1689.109,0.93
159.301,1689.035,0.86
159.307,1688.972,0.52
159.312,1688.933,0.75
159.318,1688.886,1.09
159.324,1688.84,0.94
159.329,1688.801,0.59
159.335,1688.754,0.62
159.341,1688.708,0.89
159.346,1688.669,1.12
159.352,1688.622,1.48
159.358,1688.576,2.74
159.364,1688.529,3.12
159.37,1688.483,2.9
159.376,1688.436,5.19
159.382,1688.39,4.83
159.388,1688.343,3.44
159.394,1688.297,4.94
159.4,1688.25,3.95
159.406,1688.204,3.65
159.412,1688.157,2.76
159.418,1688.11,2.55
159.424,1688.064,1.29
159.43,1688.017,1.12
159.436,1687.969,1.22
159.442,1687.92,1.39
159.448,1687.871,1.59
159.454,1687.822,1.15
159.46,1687.772,2.91
159.466,1687.723,8.67
159.471,1687.682,5.46
159.476,1687.641,4.19
159.482,1687.592,2.67
159.487,1687.551,2.21
159.492,1687.51,1.86
159.497,1687.469,2.87
159.503,1687.42,4.35
159.508,1687.379,3.95
159.513,1687.338,3.99
159.518,1687.297,3.34
159.523,1687.256,2.74
159.529,1687.207,2.29
159.534,1687.166,2.5
159.539,1687.125,2.19
159.544,1687.084,2
159.549,1687.043,1.81
159.555,1686.99,1.62
159.56,1686.928,2.03
159.565,1686.866,1.75
159.57,1686.804,2.08
159.574,1686.754,2.03
159.579,1686.692,1.87
159.584,1686.63,2.22
159.588,1686.58,2.55
159.593,1686.518,2.58
159.597,1686.468,2.85
159.602,1686.406,2.54
159.607,1686.344,2.02
159.611,1686.294,1.52
159.616,1686.232,1.24
159.621,1686.17,1.43
159.625,1686.12,1.49
159.63,1686.058,1.02
159.634,1686.008,0.72
159.639,1685.943,0.64
159.644,1685.877,0.56
159.648,1685.825,0.38
159.653,1685.759,0.36
159.658,1685.693,1.01
159.663,1685.628,2.62
159.667,1685.575,2.13
159.672,1685.509,2.23
159.677,1685.443,1.9
159.682,1685.378,1.79
159.687,1685.312,1.94
159.692,1685.246,1.88
159.696,1685.193,2.26
159.701,1685.128,2.9
159.706,1685.062,4.18
159.711,1684.996,5.06
159.716,1684.933,3.69
159.721,1684.87,2.69
159.725,1684.82,1.98
159.73,1684.757,1.82
159.735,1684.694,1.65
159.74,1684.631,1.22
159.745,1684.568,0.93
159.749,1684.518,0.89
159.754,1684.455,0.56
159.759,1684.392,0.73
159.763,1684.342,0.67
159.768,1684.279,0.72
159.773,1684.216,2.11
159.777,1684.165,2.79
159.782,1684.102,4.45
159.787,1684.039,4.92
159.791,1683.989,3.28
159.796,1683.926,2.85
159.801,1683.863,1.99
159.805,1683.812,1.26
159.81,1683.749,1.01
159.815,1683.686,0.88
159.819,1683.636,0.54
159.824,1683.573,0.71
159.829,1683.51,0.89
159.833,1683.459,0.98
159.838,1683.396,0.97
159.843,1683.333,0.69
159.847,1683.283,0.68
159.852,1683.22,0.49
159.857,1683.157,0.49
159.861,1683.106,0.46
159.866,1683.043,0.6
159.871,1682.983,1.73
159.875,1682.94,1.68
159.88,1682.886,1.48
159.885,1682.831,1.66
159.889,1682.788,2.03
159.894,1682.734,2.21
159.899,1682.68,2.67
159.903,1682.636,3.42
159.908,1682.582,3.3
159.913,1682.528,3.08
159.917,1682.485,2.81
159.922,1682.431,3
159.927,1682.377,2.87
159.931,1682.333,2.28
159.936,1682.279,1.98
159.94,1682.236,1
159.945,1682.182,1.05
159.949,1682.138,0.83
159.954,1682.084,1.01
159.958,1682.041,1.28
159.963,1681.987,1.4
159.967,1681.944,1.86
159.972,1681.889,2.61
159.976,1681.846,2.83
159.981,1681.792,2.52
159.985,1681.749,2.54
159.99,1681.695,2.03
159.994,1681.651,2.17
159.999,1681.597,3.49
160.003,1681.554,3.25
160.008,1681.5,2.97
160.012,1681.457,2.41
160.017,1681.403,2.04
160.021,1681.359,1.72
160.026,1681.305,1.84
160.03,1681.262,1.49
160.034,1681.219,1.4
160.039,1681.165,0.97
160.043,1681.121,0.91
160.048,1681.067,0.76
160.052,1681.024,0.67
160.057,1680.964,0.48
160.061,1680.913,0.38
160.066,1680.849,0.38
160.07,1680.797,0.43
160.074,1680.746,0.57
160.079,1680.682,1.19
160.083,1680.63,1.58
160.088,1680.566,2.89
160.092,1680.515,3.22
160.097,1680.45,4.77
160.101,1680.399,4.58
160.105,1680.348,4.25
160.11,1680.283,3.22
160.114,1680.232,2.1
160.118,1680.181,2.03
160.123,1680.116,1.35
160.127,1680.065,1.66
160.132,1680.001,1.58
160.136,1679.941,1.73
160.14,1679.881,1.49
160.145,1679.807,2.09
160.149,1679.747,3.08
160.153,1679.687,7.29
160.158,1679.612,11.56
160.162,1679.553,10.06
160.167,1679.478,7.05
160.171,1679.418,6.34
160.175,1679.358,4.46
160.179,1679.299,4.06
160.183,1679.239,3.83
160.188,1679.164,2.9
160.192,1679.104,2.07
160.196,1679.045,1.75
160.2,1678.988,2.42
160.204,1678.938,3.93
160.208,1678.889,5.38
160.213,1678.827,4.23
160.217,1678.778,3.73
160.221,1678.729,4.92
160.225,1678.68,3.88
160.229,1678.63,4.78
160.233,1678.581,5.72
160.238,1678.52,5.63
160.242,1678.47,5.14
160.246,1678.421,4.15
160.25,1678.372,3.79
160.254,1678.323,3.55
160.259,1678.261,3.61
160.263,1678.212,4.3
160.267,1678.163,4.25
160.272,1678.101,3.05
160.276,1678.052,2.51
160.28,1678.003,1.86
160.285,1677.94,1.81
160.289,1677.889,2.05
160.293,1677.839,2.46
160.298,1677.776,3.51
160.302,1677.725,3.32
160.306,1677.675,3.32
160.31,1677.625,3.34
160.315,1677.562,3.6
160.319,1677.511,4.68
160.323,1677.461,7.17
160.328,1677.398,7.57
160.332,1677.347,7.01
160.336,1677.297,5.68
160.34,1677.247,3.88
160.345,1677.184,2.91
160.349,1677.133,1.68
160.353,1677.083,1.35
160.357,1677.032,1.15
160.362,1676.963,0.95
160.366,1676.901,1.12
160.37,1676.84,0.84
160.375,1676.763,0.9
160.379,1676.701,0.67
160.383,1676.64,0.6
160.387,1676.578,0.93
160.392,1676.501,0.94
160.396,1676.44,1.63
160.4,1676.378,2.98
160.404,1676.317,2.79
160.408,1676.255,3.14
160.413,1676.178,3.52
160.417,1676.117,2.89
160.421,1676.055,2.8
160.425,1675.994,2.6
160.429,1675.935,3.17
160.433,1675.875,1.13
160.437,1675.816,0.18
160.441,1675.757,0.95
160.445,1675.698,0.63
160.449,1675.639,0.63
160.453,1675.579,0.67
160.457,1675.52,0.63
160.461,1675.461,0.68
160.465,1675.402,0.61
160.469,1675.342,0.84
160.473,1675.283,1.14
160.478,1675.209,1.32
160.482,1675.15,1.41
160.486,1675.091,1.64
160.492,1675.002,2.52
160.497,1674.902,3.55
160.503,1674.781,4.22
160.508,1674.68,4.15
160.514,1674.559,3.42
160.519,1674.458,2.86
160.525,1674.337,1.96
160.53,1674.237,1.84
160.535,1674.136,1.24
160.541,1674.015,0.75
160.546,1673.956,0.75
160.552,1673.895,0.66
160.557,1673.843,1.51
160.563,1673.781,2.3
160.568,1673.73,2.15
160.574,1673.668,1.88
160.579,1673.617,2.98
160.585,1673.555,3.96
160.59,1673.504,4.68
160.596,1673.442,4.31
160.601,1673.39,3.79
160.606,1673.339,3.42
160.611,1673.288,2.38
160.616,1673.236,2.29
160.621,1673.185,2.31
160.627,1673.123,2.05
160.632,1673.072,1.68
160.637,1673.02,1.71
160.642,1672.97,2.48
160.647,1672.921,2.65
160.653,1672.861,2.33
160.658,1672.812,1.87
160.663,1672.763,2.01
160.668,1672.713,4.03
160.673,1672.664,4.73
160.678,1672.614,4.94
160.684,1672.555,6.41
160.689,1672.506,6.54
160.694,1672.457,4.87
160.699,1672.407,4.42
160.705,1672.348,3.07
160.71,1672.299,2.41
160.715,1672.249,1.89
160.72,1672.2,1.57
160.726,1672.141,1.23
160.731,1672.091,2.31
160.736,1672.042,2.72
160.742,1671.973,3.76
160.747,1671.895,3.95
160.752,1671.818,4.04
160.757,1671.741,3.95
160.763,1671.648,2.87
160.768,1671.571,2
160.773,1671.494,1.92
160.779,1671.401,1.42
160.784,1671.323,1.13
160.789,1671.246,1.26
160.794,1671.169,1.61
160.8,1671.076,2.21
160.805,1670.999,2.46
160.81,1670.925,2.14
160.815,1670.851,1.69
160.82,1670.777,1.42
160.826,1670.688,1.61
160.831,1670.614,1.54
160.836,1670.539,1.13
160.841,1670.465,0.99
160.846,1670.391,0.99
160.851,1670.317,2.13
160.857,1670.228,4.1
160.862,1670.154,3.68
160.867,1670.08,3.03
160.872,1670.006,2.56
160.877,1669.941,2.02
160.883,1669.864,1.68
160.888,1669.8,2.68
160.893,1669.736,2.85
160.898,1669.672,2.34
160.903,1669.608,1.67
160.908,1669.544,1.44
160.913,1669.48,1.05
160.918,1669.416,0.97
160.924,1669.339,0.73
160.929,1669.275,0.58
160.934,1669.211,0.8
160.939,1669.146,0.7
160.944,1669.082,0.75
160.949,1669.018,0.77
160.954,1668.952,1.31
160.959,1668.885,1.73
160.965,1668.804,2.68
160.97,1668.736,3.93
160.975,1668.669,6.48
160.98,1668.602,8.36
160.985,1668.534,8.93
160.99,1668.467,8.86
160.995,1668.4,5.64
161,1668.333,4.59
161.004,1668.279,2.93
161.009,1668.211,1.81
161.014,1668.144,1.82
161.018,1668.09,1.41
161.023,1668.023,1.47
161.028,1667.949,1.67
161.032,1667.886,1.19
161.037,1667.809,1.3
161.042,1667.731,1.6
161.046,1667.668,2.47
161.051,1667.591,1.44
161.056,1667.513,1.61
161.06,1667.451,1.05
161.065,1667.373,0.86
161.07,1667.295,0.6
161.074,1667.233,0.53
161.079,1667.155,0.49
161.084,1667.077,0.3
161.089,1666.999,0.56
161.094,1666.901,1.17
161.099,1666.803,2.03
161.104,1666.704,2.74
161.11,1666.586,2.61
161.115,1666.488,2.58
161.12,1666.39,1.92
161.125,1666.292,2.04
161.13,1666.194,1.81
161.136,1666.076,1.62
161.141,1665.986,1.51
161.146,1665.925,1.72
161.151,1665.865,1.61
161.156,1665.804,1.86
161.162,1665.731,2.45
161.167,1665.67,2.97
161.172,1665.61,2.9
161.177,1665.549,2.71
161.182,1665.488,3.27
161.188,1665.415,5.37
161.192,1665.367,4.68
161.197,1665.306,3.12
161.201,1665.258,1.77
161.206,1665.197,1.01
161.21,1665.148,1.08
161.215,1665.088,0.86
161.22,1665.027,0.75
161.224,1664.973,0.92
161.229,1664.895,1.71
161.233,1664.834,2.21
161.238,1664.757,1.56
161.242,1664.695,1.14
161.247,1664.618,0.89
161.251,1664.556,0.53
161.256,1664.479,0.55
161.26,1664.417,0.6
161.265,1664.34,0.46
161.269,1664.279,0.44
161.274,1664.202,0.45
161.278,1664.14,0.73
161.282,1664.078,0.93
161.286,1664.017,1.02
161.29,1663.965,0.85
161.294,1663.917,1.34
161.298,1663.869,1.65
161.302,1663.821,2.2
161.306,1663.773,2.67
161.31,1663.725,4.25
161.314,1663.677,7.75
161.318,1663.629,8.13
161.322,1663.581,7.01
161.326,1663.533,5.16
161.33,1663.485,4.16
161.334,1663.437,2.81
161.338,1663.389,2.67
161.342,1663.341,2.01
161.346,1663.293,1.35
161.35,1663.245,1.33
161.356,1663.173,0.96
161.362,1663.102,0.95
161.367,1663.042,0.88
161.373,1662.972,1.25
161.378,1662.916,1.31
161.384,1662.849,0.6
161.39,1662.782,0.44
161.395,1662.726,0.4
161.401,1662.659,0.49
161.407,1662.592,0.35
161.413,1662.525,0.55
161.418,1662.469,0.79
161.424,1662.402,1.2
161.43,1662.335,1.08
161.436,1662.268,1.34
161.441,1662.212,2.18
161.447,1662.145,3.49
161.453,1662.078,2.67
161.458,1662.022,1.93
161.464,1661.936,1.65
161.47,1661.841,3.45
161.476,1661.746,5.02
161.481,1661.667,4.6
161.487,1661.572,3.41
161.493,1661.477,3.78
161.498,1661.398,3.58
161.504,1661.303,3.72
161.51,1661.208,3.63
161.516,1661.113,2.98
161.521,1661.034,2.33
161.527,1660.944,1.4
161.533,1660.856,1.09
161.538,1660.782,1.1
161.544,1660.694,0.75
161.55,1660.606,0.53
161.556,1660.518,0.53
161.561,1660.445,0.74
161.567,1660.357,1.36
161.573,1660.269,2.48
161.578,1660.195,3.06
161.584,1660.107,15.61
161.59,1660.019,42.58
161.596,1659.939,36.76
161.601,1659.874,29.93
161.607,1659.795,21.42
161.613,1659.717,13.39
161.619,1659.639,9.03
161.624,1659.574,5.4
161.629,1659.509,4.49
161.635,1659.43,2.97
161.64,1659.365,2.28
161.645,1659.3,1.87
161.651,1659.222,1.69
161.656,1659.157,1.61
161.661,1659.091,1.5
161.667,1659.013,1.15
161.672,1658.947,1.15
161.677,1658.88,1.34
161.683,1658.801,1.34
161.688,1658.734,1.78
161.693,1658.667,2.65
161.699,1658.588,2.52
161.704,1658.521,2.99
161.709,1658.455,3.16
161.715,1658.375,3.02
161.72,1658.308,3.08
161.725,1658.242,3.29
161.731,1658.162,3.06
161.736,1658.095,1.96
161.741,1658.029,1.44
161.746,1657.951,0.98
161.752,1657.847,1.28
161.757,1657.76,4.09
161.762,1657.674,5.31
161.767,1657.587,4.89
161.773,1657.483,4.6
161.778,1657.397,4.68
161.783,1657.31,3.97
161.788,1657.224,2.48
161.794,1657.12,1.77
161.799,1657.033,1.27
161.804,1656.965,0.76
161.809,1656.908,0.69
161.814,1656.851,0.61
161.82,1656.782,0.58
161.825,1656.725,1.37
161.83,1656.668,1.63
161.835,1656.611,1.68
161.841,1656.543,1.45
161.846,1656.486,1.63
161.851,1656.429,2.85
161.856,1656.372,3.6
161.861,1656.315,3.01
161.866,1656.258,3.3
161.871,1656.201,2.62
161.876,1656.144,3.05
161.881,1656.087,2.89
161.887,1656.018,2.4
161.892,1655.957,2.06
161.897,1655.893,1.57
161.902,1655.829,1.2
161.907,1655.765,0.97
161.912,1655.7,1.04
161.917,1655.636,1.46
161.922,1655.572,1.9
161.927,1655.508,2.53
161.932,1655.444,3.68
161.937,1655.38,4.73
161.942,1655.316,7.52
161.947,1655.252,6.86
161.952,1655.188,4.98
161.957,1655.124,3.42
161.962,1655.06,3
161.967,1654.997,2.66
161.972,1654.945,2.8
161.977,1654.893,2.74
161.981,1654.851,2.12
161.986,1654.799,1.17
161.991,1654.747,1.06
161.996,1654.695,0.97
162.001,1654.643,0.91
162.006,1654.591,0.99
162.01,1654.549,0.81
162.015,1654.497,0.95
162.02,1654.445,0.93
162.025,1654.393,1.64
162.03,1654.341,2.26
162.035,1654.289,2.45
162.04,1654.237,2.45
162.044,1654.195,1.83
162.049,1654.143,1.33
162.054,1654.091,1.12
162.059,1654.039,0.83
162.064,1653.977,0.68
162.068,1653.903,0.65
162.073,1653.81,0.7
162.077,1653.736,0.57
162.082,1653.643,1.41
162.087,1653.551,1.42
162.091,1653.477,0.95
162.096,1653.384,2.65
162.1,1653.31,16.23
162.105,1653.218,18.5
162.11,1653.125,14.41
162.114,1653.051,9.45
162.119,1652.961,6.93
162.123,1652.892,4.33
162.128,1652.805,3.12
162.133,1652.719,2.07
162.137,1652.649,1.92
162.142,1652.563,2.01
162.146,1652.493,2.54
162.151,1652.407,3.17
162.156,1652.32,3.14
162.16,1652.251,2.53
162.165,1652.164,1.69
162.17,1652.078,1.33
162.175,1651.994,1.05
162.18,1651.935,0.76
162.184,1651.888,0.5
162.189,1651.83,0.53
162.194,1651.771,0.8
162.199,1651.713,0.64
162.204,1651.654,0.53
162.209,1651.595,0.65
162.213,1651.548,0.84
162.218,1651.49,1.98
162.223,1651.431,4.18
162.228,1651.373,3.85
162.233,1651.314,3.66
162.237,1651.267,2.87
162.242,1651.209,2.6
162.247,1651.15,2.29
162.252,1651.091,1.78
162.257,1651.033,1.33
162.263,1650.97,1.07
162.269,1650.914,0.97
162.275,1650.857,0.86
162.281,1650.801,0.99
162.287,1650.745,1.39
162.294,1650.679,1.37
162.3,1650.623,1.69
162.306,1650.566,2.42
162.312,1650.51,1.83
162.318,1650.454,1.95
162.324,1650.397,2.41
162.33,1650.341,3
162.337,1650.275,2.15
162.343,1650.219,1.28
162.349,1650.162,0.98
162.355,1650.106,0.66
162.361,1650.05,0.67
162.367,1649.995,0.59
162.374,1649.943,0.76
162.38,1649.899,1.84
162.386,1649.855,1.79
162.391,1649.818,1.07
162.396,1649.781,1.17
162.401,1649.744,1.22
162.406,1649.707,1.4
162.412,1649.663,1.98
162.417,1649.626,2.44
162.422,1649.589,2.15
162.427,1649.552,1.45
162.432,1649.516,1.24
162.438,1649.471,1.31
162.443,1649.434,1.21
162.448,1649.398,1.3
162.453,1649.361,1.87
162.458,1649.324,1.58
162.463,1649.287,2.37
162.469,1649.243,2.41
162.474,1649.206,3.53
162.479,1649.169,4.84
162.484,1649.132,4.05
162.489,1649.095,3.05
162.495,1649.051,1.81
162.5,1649.014,1.39
162.505,1648.966,0.74
162.51,1648.91,0.77
